id,original_dataset,original_id,original_question,original_answer,key_time,original_gold_evidence,question,exact_time,time_specifier,date_type,answer,gold_evidence_1,gold_evidence_2
38,situatedqa,,who did dwight howard play for last year as of 2020,Los Angeles Laker,2019,"On August 26, 2019, Howard signed a $2.6 million veteran's minimum contract with the Los Angeles Lakers, reuniting him with his former team. He was replacing DeMarcus Cousins, a free agent signed earlier in the offseason who was lost for the year after suffering a knee injury. ",When was the first time Dwight Howard play for the Lakers as of 2020?,0,as of,short,2012 | 2013 | 2012-2013 | 2012–2013,"On August 10, 2012, Howard was traded from Orlando to the Los Angeles Lakers in a deal that also involved the Philadelphia 76ers and the Denver Nuggets",
39,situatedqa,,who did dwight howard play for last year as of 2020,Los Angeles Laker,2019,"On August 26, 2019, Howard signed a $2.6 million veteran's minimum contract with the Los Angeles Lakers, reuniting him with his former team. He was replacing DeMarcus Cousins, a free agent signed earlier in the offseason who was lost for the year after suffering a knee injury. ",When was the first time Dwight Howard play for the Lakers since 2008?,0,since,short,2012 | 2013 | 2012-2013 | 2012–2013,"On August 10, 2012, Howard was traded from Orlando to the Los Angeles Lakers in a deal that also involved the Philadelphia 76ers and the Denver Nuggets",
40,situatedqa,,who did dwight howard play for last year as of 2020,Los Angeles Laker,2019,"On August 26, 2019, Howard signed a $2.6 million veteran's minimum contract with the Los Angeles Lakers, reuniting him with his former team. He was replacing DeMarcus Cousins, a free agent signed earlier in the offseason who was lost for the year after suffering a knee injury. ",When was the last time did Dwight Howard play for the Lakers until March 2019?,0,until,long,2012 | 2013 | 2012-2013 | 2012–2013,"On August 10, 2012, Howard was traded from Orlando to the Los Angeles Lakers in a deal that also involved the Philadelphia 76ers and the Denver Nuggets",
41,situatedqa,,who did dwight howard play for last year as of 2020,Los Angeles Laker,2019,"On August 26, 2019, Howard signed a $2.6 million veteran's minimum contract with the Los Angeles Lakers, reuniting him with his former team. He was replacing DeMarcus Cousins, a free agent signed earlier in the offseason who was lost for the year after suffering a knee injury. ",When was the time Dwight Howard play for the Lakers?,0,,,2019 | 2020 | 2019-2020 | 2019–2020,"On August 26, 2019, Howard signed a $2.6 million veteran's minimum contract with the Los Angeles Lakers, reuniting him with his former team. ",
42,situatedqa,,who did dwight howard play for last year as of 2020,Los Angeles Laker,2019,"On August 26, 2019, Howard signed a $2.6 million veteran's minimum contract with the Los Angeles Lakers, reuniting him with his former team. He was replacing DeMarcus Cousins, a free agent signed earlier in the offseason who was lost for the year after suffering a knee injury. ",When was the earliest time Dwight Howard play for the Lakers since 2019?,1,since,short,2019 | 2020 | 2019-2020 | 2019–2020,"On August 26, 2019, Howard signed a $2.6 million veteran's minimum contract with the Los Angeles Lakers, reuniting him with his former team. ",
43,situatedqa,,who did dwight howard play for last year as of 2020,Los Angeles Laker,2019,"On August 26, 2019, Howard signed a $2.6 million veteran's minimum contract with the Los Angeles Lakers, reuniting him with his former team. He was replacing DeMarcus Cousins, a free agent signed earlier in the offseason who was lost for the year after suffering a knee injury. ","When was the earliest time Dwight Howard play for the Lakers after August 10, 2014?",0,after,long,2019 | 2020 | 2019-2020 | 2019–2020,"On August 26, 2019, Howard signed a $2.6 million veteran's minimum contract with the Los Angeles Lakers, reuniting him with his former team. ",
44,situatedqa,,who did dwight howard play for last year as of 2020,Los Angeles Laker,2019,"On August 26, 2019, Howard signed a $2.6 million veteran's minimum contract with the Los Angeles Lakers, reuniting him with his former team. He was replacing DeMarcus Cousins, a free agent signed earlier in the offseason who was lost for the year after suffering a knee injury. ",When was the earliest time Dwight Howard play for the Lakers after 2016?,0,after,short,2019 | 2020 | 2019-2020 | 2019–2020,"On August 26, 2019, Howard signed a $2.6 million veteran's minimum contract with the Los Angeles Lakers, reuniting him with his former team. ",
45,situatedqa,,"when does ellen's new game show start as of October 06, 2020","October 6, 2020","October 6, 2020","On February 18, 2020, DeGeneres announced on The Ellen DeGeneres Show that the series was renewed for a fourth season, which began airing on October 6, 2020.
",When does Ellen's game show start?,0,,,"October 6, 2020","On February 18, 2020, DeGeneres announced on The Ellen DeGeneres Show that the series was renewed for a fourth season, which began airing on October 6, 2020.",
46,situatedqa,,"when does ellen's new game show start as of October 06, 2020","October 6, 2020","October 6, 2020","On February 18, 2020, DeGeneres announced on The Ellen DeGeneres Show that the series was renewed for a fourth season, which began airing on October 6, 2020.
","When does Ellen's new game show start as of October 6, 2020?",1,as of,long,"October 6, 2020","On February 18, 2020, DeGeneres announced on The Ellen DeGeneres Show that the series was renewed for a fourth season, which began airing on October 6, 2020.",
47,situatedqa,,"when does ellen's new game show start as of October 06, 2020","October 6, 2020","October 6, 2020","On February 18, 2020, DeGeneres announced on The Ellen DeGeneres Show that the series was renewed for a fourth season, which began airing on October 6, 2020.
","When does Ellen's new game show start as of March 22, 2021?",0,as of,long,"October 6, 2020","On February 18, 2020, DeGeneres announced on The Ellen DeGeneres Show that the series was renewed for a fourth season, which began airing on October 6, 2020.",
48,situatedqa,,"when does ellen's new game show start as of October 06, 2020","October 6, 2020","October 6, 2020","On February 18, 2020, DeGeneres announced on The Ellen DeGeneres Show that the series was renewed for a fourth season, which began airing on October 6, 2020.
",When does Ellen's new game show start as of 2021?,0,as of,short,"October 6, 2020","On February 18, 2020, DeGeneres announced on The Ellen DeGeneres Show that the series was renewed for a fourth season, which began airing on October 6, 2020.",
49,situatedqa,,"when does ellen's new game show start as of October 06, 2020","October 6, 2020","October 6, 2020","On February 18, 2020, DeGeneres announced on The Ellen DeGeneres Show that the series was renewed for a fourth season, which began airing on October 6, 2020.
",When does Ellen's new game show start before 2022?,0,before,short,"October 6, 2020","On February 18, 2020, DeGeneres announced on The Ellen DeGeneres Show that the series was renewed for a fourth season, which began airing on October 6, 2020.",
50,situatedqa,,in what state was the united states center of population gravity located during the period 1790,1790,1790,"For example, in 2010, the mean center was located near Plato, Missouri, in the south-central part of the state, whereas, in 1790, it was in Kent County, Maryland, 47 miles (76 km) east-northeast of the future federal capital, Washington, D.C.",In what state was the United States center of population gravity located?,0,,,"Kent County, Maryland | Kent County | Maryland","For example, in 2010, the mean center was located near Plato, Missouri, in the south-central part of the state, whereas, in 1790, it was in Kent County, Maryland, 47 mi east-northeast of the future federal capital, Washington, D.C.",
51,situatedqa,,in what state was the united states center of population gravity located during the period 1790,1790,1790,"For example, in 2010, the mean center was located near Plato, Missouri, in the south-central part of the state, whereas, in 1790, it was in Kent County, Maryland, 47 miles (76 km) east-northeast of the future federal capital, Washington, D.C.",In what state was the United States center of population gravity located during the period 1790?,1,during,short,"Kent County, Maryland | Kent County | Maryland","For example, in 2010, the mean center was located near Plato, Missouri, in the south-central part of the state, whereas, in 1790, it was in Kent County, Maryland, 47 mi east-northeast of the future federal capital, Washington, D.C.",
52,situatedqa,,in what state was the united states center of population gravity located during the period 1790,1790,1790,"For example, in 2010, the mean center was located near Plato, Missouri, in the south-central part of the state, whereas, in 1790, it was in Kent County, Maryland, 47 miles (76 km) east-northeast of the future federal capital, Washington, D.C.",In what state was the United States center of population gravity located around 1792?,0,around,short,"Kent County, Maryland | Kent County | Maryland","For example, in 2010, the mean center was located near Plato, Missouri, in the south-central part of the state, whereas, in 1790, it was in Kent County, Maryland, 47 mi east-northeast of the future federal capital, Washington, D.C.",
53,situatedqa,,in what state was the united states center of population gravity located during the period 1790,1790,1790,"For example, in 2010, the mean center was located near Plato, Missouri, in the south-central part of the state, whereas, in 1790, it was in Kent County, Maryland, 47 miles (76 km) east-northeast of the future federal capital, Washington, D.C.",In what state was the United States center of population gravity located before the period 1800?,0,before,short,"Kent County, Maryland | Kent County | Maryland","For example, in 2010, the mean center was located near Plato, Missouri, in the south-central part of the state, whereas, in 1790, it was in Kent County, Maryland, 47 mi east-northeast of the future federal capital, Washington, D.C.",
54,situatedqa,,what is the name of governor of maharashtra as of 2014,"August 30, 2014",Chennamaneni Vidyasagar Rao,He was appointed as a governor of Maharashtra on 30 August 2014.,What is the name of the Governor of Maharashtra?,0,,,Chennamaneni Vidyasagar Rao | C. Vidyasagar Rao,He was appointed as a governor of Maharashtra on 30 August 2014.,
55,situatedqa,,what is the name of governor of maharashtra as of 2014,"August 30, 2014",Chennamaneni Vidyasagar Rao,He was appointed as a governor of Maharashtra on 30 August 2014.,"What is the name of the Governor of Maharashtra as of August 30, 2014?",1,as of,long,Chennamaneni Vidyasagar Rao | C. Vidyasagar Rao,He was appointed as a governor of Maharashtra on 30 August 2014.,
56,situatedqa,,what is the name of governor of maharashtra as of 2014,"August 30, 2014",Chennamaneni Vidyasagar Rao,He was appointed as a governor of Maharashtra on 30 August 2014.,"What is the name of the Governor of Maharashtra on 5 September, 2018?",0,on,long,Chennamaneni Vidyasagar Rao | C. Vidyasagar Rao,He was appointed as a governor of Maharashtra on 30 August 2014.,
57,situatedqa,,what is the name of governor of maharashtra as of 2014,"August 30, 2014",Chennamaneni Vidyasagar Rao,He was appointed as a governor of Maharashtra on 30 August 2014.,What is the name of the latest Governor of Maharashtra by 2016?,0,by,short,Chennamaneni Vidyasagar Rao | C. Vidyasagar Rao,He was appointed as a governor of Maharashtra on 30 August 2014.,
58,situatedqa,,what is the name of governor of maharashtra as of 2014,"August 30, 2014",Chennamaneni Vidyasagar Rao,He was appointed as a governor of Maharashtra on 30 August 2014.,"What is the name of the latest Governor of Maharashtra before September 8, 2016?",0,before,long,Chennamaneni Vidyasagar Rao | C. Vidyasagar Rao,He was appointed as a governor of Maharashtra on 30 August 2014.,
59,situatedqa,,who wins america's next top model cycle 20 as of 2021,2013,Jourdan Miller,"Nicole Fox Krista White, Sophie Sumner, Jourdan Miller and India Gants from Cycles 14, 18 the ""British Invasion"", 20 ""Guys & Girls"" and 23 respectively.",Who wins America's Next Top Model Cycle 20?,0,,,Jourdan Miller,"Krista White, Sophie Sumner, Jourdan Miller and India Gants from Cycles 14, 18 the ""British Invasion"", 20 ""Guys & Girls"" and 23 respectively.",
60,situatedqa,,who wins america's next top model cycle 20 as of 2021,2013,Jourdan Miller,"Nicole Fox Krista White, Sophie Sumner, Jourdan Miller and India Gants from Cycles 14, 18 the ""British Invasion"", 20 ""Guys & Girls"" and 23 respectively.",Who wins America's Next Top Model Cycle 20 in 2013?,1,in,short,Jourdan Miller,"Krista White, Sophie Sumner, Jourdan Miller and India Gants from Cycles 14, 18 the ""British Invasion"", 20 ""Guys & Girls"" and 23 respectively.",
61,situatedqa,,who wins america's next top model cycle 20 as of 2021,2013,Jourdan Miller,"Nicole Fox Krista White, Sophie Sumner, Jourdan Miller and India Gants from Cycles 14, 18 the ""British Invasion"", 20 ""Guys & Girls"" and 23 respectively.",Who wins America's Next Top Model Cycle 20 as of 2021?,0,as of,short,Jourdan Miller,"Krista White, Sophie Sumner, Jourdan Miller and India Gants from Cycles 14, 18 the ""British Invasion"", 20 ""Guys & Girls"" and 23 respectively.",
62,situatedqa,,who wins america's next top model cycle 20 as of 2021,2013,Jourdan Miller,"Nicole Fox Krista White, Sophie Sumner, Jourdan Miller and India Gants from Cycles 14, 18 the ""British Invasion"", 20 ""Guys & Girls"" and 23 respectively.","Who wins America's Next Top Model Cycle 20 before December 12, 2016?",0,before,long,Jourdan Miller,"Krista White, Sophie Sumner, Jourdan Miller and India Gants from Cycles 14, 18 the ""British Invasion"", 20 ""Guys & Girls"" and 23 respectively.",
63,situatedqa,,what is the largest bill in american money as of 1934,1934,"$100,000","Only a few museum specimens of these Series 1934 gold certificates survive today. The $100,000 note is the largest denomination of currency ever issued by the United States.",What is the largest bill in American money?,0,,,"$100,000","The $100,000 note is the largest denomination of currency ever issued by the United States. ",
64,situatedqa,,what is the largest bill in american money as of 1934,1934,"$100,000","Only a few museum specimens of these Series 1934 gold certificates survive today. The $100,000 note is the largest denomination of currency ever issued by the United States.",What is the largest bill in American money as of 1934?,1,as of,short,"$100,000","The $100,000 note is the largest denomination of currency ever issued by the United States. ",
65,situatedqa,,what is the largest bill in american money as of 1934,1934,"$100,000","Only a few museum specimens of these Series 1934 gold certificates survive today. The $100,000 note is the largest denomination of currency ever issued by the United States.",What is the largest bill in American money as of 1949?,0,as of,short,"$100,000","The $100,000 note is the largest denomination of currency ever issued by the United States. ",
66,situatedqa,,what is the largest bill in american money as of 1934,1934,"$100,000","Only a few museum specimens of these Series 1934 gold certificates survive today. The $100,000 note is the largest denomination of currency ever issued by the United States.",What is the largest bill in American money before 1952?,0,before,short,"$100,000","The $100,000 note is the largest denomination of currency ever issued by the United States. ",
67,situatedqa,,what is the largest bill in american money as of 1934,1934,"$100,000","Only a few museum specimens of these Series 1934 gold certificates survive today. The $100,000 note is the largest denomination of currency ever issued by the United States.",What is the largest bill in American money?,0,,,"$10,000","Another interesting note is the Series of 1900. Along with the $5,000 and $10,000 of the Series of 1888",
68,situatedqa,,what is the largest bill in american money as of 1934,1934,"$100,000","Only a few museum specimens of these Series 1934 gold certificates survive today. The $100,000 note is the largest denomination of currency ever issued by the United States.",What is the largest bill in American money as of 1900?,1,as of,short,"$10,000","Another interesting note is the Series of 1900. Along with the $5,000 and $10,000 of the Series of 1888",
69,situatedqa,,what is the largest bill in american money as of 1934,1934,"$100,000","Only a few museum specimens of these Series 1934 gold certificates survive today. The $100,000 note is the largest denomination of currency ever issued by the United States.",What is the largest bill in American money as of 1920?,0,as of,short,"$10,000","Another interesting note is the Series of 1900. Along with the $5,000 and $10,000 of the Series of 1888",
70,timeqa,,Which Reserve branch did General Deering serve in from 1971 to 1974?,1971,United States Army Reserve,"Myles Deering enlisted in the United States Army Reserve in October 1971. In 1974, he transferred into the Texas Army National Guard and entered the Officer Candidate School program.",Which component of the army did General Deering serve in?,0,,,United States Army Reserve,Myles Deering enlisted in the United States Army Reserve in October 1971,
71,timeqa,,Which Reserve branch did General Deering serve in from 1971 to 1974?,1971,United States Army Reserve,"Myles Deering enlisted in the United States Army Reserve in October 1971. In 1974, he transferred into the Texas Army National Guard and entered the Officer Candidate School program.",Which component of the army did General Deering serve in from 1971 to 1974?,1,from,short,United States Army Reserve,Myles Deering enlisted in the United States Army Reserve in October 1971,
72,timeqa,,Which Reserve branch did General Deering serve in from 1971 to 1974?,1971,United States Army Reserve,"Myles Deering enlisted in the United States Army Reserve in October 1971. In 1974, he transferred into the Texas Army National Guard and entered the Officer Candidate School program.",Which component of the army did General Deering serve in as of 1972?,0,as of,short,United States Army Reserve,Myles Deering enlisted in the United States Army Reserve in October 1971,
73,timeqa,,Which Reserve branch did General Deering serve in from 1971 to 1974?,1971,United States Army Reserve,"Myles Deering enlisted in the United States Army Reserve in October 1971. In 1974, he transferred into the Texas Army National Guard and entered the Officer Candidate School program.","Which component of the army did General Deering serve in on February 3, 1973?",0,on,long,United States Army Reserve,Myles Deering enlisted in the United States Army Reserve in October 1971,
74,timeqa,,Which Reserve branch did General Deering serve in from 1971 to 1974?,1971,United States Army Reserve,"Myles Deering enlisted in the United States Army Reserve in October 1971. In 1974, he transferred into the Texas Army National Guard and entered the Officer Candidate School program.",Which component of the army did General Deering serve in between 1972 and 1973?,0,between,short,United States Army Reserve,Myles Deering enlisted in the United States Army Reserve in October 1971,
75,timeqa,,Which Reserve branch did General Deering serve in from 1971 to 1974?,1971,United States Army Reserve,"Myles Deering enlisted in the United States Army Reserve in October 1971. In 1974, he transferred into the Texas Army National Guard and entered the Officer Candidate School program.",Which component of the army did General Deering serve in?,0,,,Texas Army National Guard,"In 1974, he transferred into the Texas Army National Guard and entered the Officer Candidate School program.",
76,timeqa,,Which Reserve branch did General Deering serve in from 1971 to 1974?,1971,United States Army Reserve,"Myles Deering enlisted in the United States Army Reserve in October 1971. In 1974, he transferred into the Texas Army National Guard and entered the Officer Candidate School program.",Which component of the army did General Deering serve in 1974?,1,in,short,Texas Army National Guard,"In 1974, he transferred into the Texas Army National Guard and entered the Officer Candidate School program.",
77,timeqa,,Which Reserve branch did General Deering serve in from 1971 to 1974?,1971,United States Army Reserve,"Myles Deering enlisted in the United States Army Reserve in October 1971. In 1974, he transferred into the Texas Army National Guard and entered the Officer Candidate School program.",Which component of the army did General Deering serve in after United States Army Reserve around 1973?,0,around,short,Texas Army National Guard,"In 1974, he transferred into the Texas Army National Guard and entered the Officer Candidate School program.",
78,timeqa,,Which Reserve branch did General Deering serve in from 1971 to 1974?,1971,United States Army Reserve,"Myles Deering enlisted in the United States Army Reserve in October 1971. In 1974, he transferred into the Texas Army National Guard and entered the Officer Candidate School program.",Which component of the army did General Deering serve in as of 1976?,0,as of,short,Texas Army National Guard,"In 1974, he transferred into the Texas Army National Guard and entered the Officer Candidate School program.",
79,timeqa,,Grandmaster Krasenkow became what level trainer in 2012?,2012,FIDE Senior Trainer,He has been a FIDE Senior Trainer since 2012.,Grandmaster Krasenkow was what level trainer?,0,,,FIDE Senior Trainer,He has been a FIDE Senior Trainer since 2012,
80,timeqa,,Grandmaster Krasenkow became what level trainer in 2012?,2012,FIDE Senior Trainer,He has been a FIDE Senior Trainer since 2012.,Grandmaster Krasenkow was what level trainer as of 2012?,1,as of,short,FIDE Senior Trainer,He has been a FIDE Senior Trainer since 2012,
81,timeqa,,Grandmaster Krasenkow became what level trainer in 2012?,2012,FIDE Senior Trainer,He has been a FIDE Senior Trainer since 2012.,"Grandmaster Krasenkow was what level trainer on 14 November, 2013?",0,on,long,FIDE Senior Trainer,He has been a FIDE Senior Trainer since 2012,
82,timeqa,,Grandmaster Krasenkow became what level trainer in 2012?,2012,FIDE Senior Trainer,He has been a FIDE Senior Trainer since 2012.,Grandmaster Krasenkow was what level trainer after 2015?,0,after,short,FIDE Senior Trainer,He has been a FIDE Senior Trainer since 2012,
83,timeqa,,Who owned the Newton D. Baker House in Washington DC in Dec 1986?,1976,Yolande Bebeze Fox,,Who owned the Newton D. Baker House in Washington DC?,0,,,Yolande Bebeze Fox,"In 1976, Yolande Bebeze Fox, the former Miss America 1951, bought the home from Straight",
84,timeqa,,Who owned the Newton D. Baker House in Washington DC in Dec 1986?,1976,Yolande Bebeze Fox,,Who owned the Newton D. Baker House in Washington DC in 1976?,1,in,short,Yolande Bebeze Fox,"In 1976, Yolande Bebeze Fox, the former Miss America 1951, bought the home from Straight",
85,timeqa,,Who owned the Newton D. Baker House in Washington DC in Dec 1986?,1974-2016,Yolande Bebeze Fox,,Who owned the Newton D. Baker House in Washington DC in Dec 1986?,0,in,long,Yolande Bebeze Fox,"In 1976, Yolande Bebeze Fox, the former Miss America 1951, bought the home from Straight",
86,timeqa,,Who owned the Newton D. Baker House in Washington DC before Mar 1811?,1796,George Peter,,Who owned the Newton D. Baker House in Washington DC as of 2000?,0,as of,short,Yolande Bebeze Fox,"In 1976, Yolande Bebeze Fox, the former Miss America 1951, bought the home from Straight",
87,timeqa,,Who owned the Newton D. Baker House in Washington DC before Mar 1811?,1796,George Peter,,Who owned the Newton D. Baker House in Washington DC between 1980 and 1990?,0,between,short,Yolande Bebeze Fox,"In 1976, Yolande Bebeze Fox, the former Miss America 1951, bought the home from Straight",
88,timeqa,/wiki/Oliver_Bulleid#P108#0,Oliver Bulleid was an employee for whom in Oct 1905?,1901,Great Northern Railway,"In 1901, after a technical education at Accrington Grammar School, he joined the Great Northern Railway (GNR) at Doncaster at the age of 18, as an apprentice under Henry Ivatt, the Chief Mechanical Engineer (CME).",Oliver Bulleid was an employee for whom?,0,,,Great Northern Railway,"In 1901, after a technical education at Accrington Grammar School, he joined the Great Northern Railway (GNR) at Doncaster at the age of 18, as an apprentice under H. A. Ivatt, the Chief Mechanical Engineer (CME). ",
89,timeqa,/wiki/Oliver_Bulleid#P108#0,Oliver Bulleid was an employee for whom in Oct 1905?,1901,Great Northern Railway,"In 1901, after a technical education at Accrington Grammar School, he joined the Great Northern Railway (GNR) at Doncaster at the age of 18, as an apprentice under Henry Ivatt, the Chief Mechanical Engineer (CME).",Oliver Bulleid was an employee for whom in 1901?,1,in,short,Great Northern Railway,"In 1901, after a technical education at Accrington Grammar School, he joined the Great Northern Railway (GNR) at Doncaster at the age of 18, as an apprentice under H. A. Ivatt, the Chief Mechanical Engineer (CME). ",
90,timeqa,/wiki/Oliver_Bulleid#P108#0,Oliver Bulleid was an employee for whom in Oct 1905?,1901,Great Northern Railway,"In 1901, after a technical education at Accrington Grammar School, he joined the Great Northern Railway (GNR) at Doncaster at the age of 18, as an apprentice under Henry Ivatt, the Chief Mechanical Engineer (CME).",Oliver Bulleid was an employee for whom as of Oct 1905?,0,as of,long,Great Northern Railway,"In 1901, after a technical education at Accrington Grammar School, he joined the Great Northern Railway (GNR) at Doncaster at the age of 18, as an apprentice under H. A. Ivatt, the Chief Mechanical Engineer (CME). ",
91,timeqa,/wiki/Oliver_Bulleid#P108#0,Oliver Bulleid was an employee for whom in Oct 1905?,1901,Great Northern Railway,"In 1901, after a technical education at Accrington Grammar School, he joined the Great Northern Railway (GNR) at Doncaster at the age of 18, as an apprentice under Henry Ivatt, the Chief Mechanical Engineer (CME).",Oliver Bulleid was an employee for whom?,0,,,Westinghouse Electric Corporation,"In 1908, he left to work in Paris with the French division of Westinghouse Electric Corporation as a Test Engineer",
92,timeqa,/wiki/Oliver_Bulleid#P108#1,Oliver Bulleid was an employee for whom in Feb 1908?,1908,Westinghouse Electric Corporation,"In 1908, he left to work in Paris with the French division of Westinghouse Electric Corporation as a Test Engineer, and was soon promoted to Assistant Works Manager and Chief Draughtsman.",Oliver Bulleid was an employee for whom in 1908?,1,in,short,Westinghouse Electric Corporation,"In 1908, he left to work in Paris with the French division of Westinghouse Electric Corporation as a Test Engineer",
93,timeqa,/wiki/Oliver_Bulleid#P108#1,Oliver Bulleid was an employee for whom in Feb 1908?,1908,Westinghouse Electric Corporation,"In 1908, he left to work in Paris with the French division of Westinghouse Electric Corporation as a Test Engineer, and was soon promoted to Assistant Works Manager and Chief Draughtsman.",Oliver Bulleid was an employee for whom when he Marjorie married Ivatt?,0,when,long,Westinghouse Electric Corporation,"In 1908, he left to work in Paris with the French division of Westinghouse Electric Corporation as a Test Engineer",
94,timeqa,/wiki/Oliver_Bulleid#P108#1,Oliver Bulleid was an employee for whom in Feb 1908?,1908,Westinghouse Electric Corporation,"In 1908, he left to work in Paris with the French division of Westinghouse Electric Corporation as a Test Engineer, and was soon promoted to Assistant Works Manager and Chief Draughtsman.","Oliver Bulleid was an employee for whom between May 10, 1909 and March 20, 1910?",0,between,long,Westinghouse Electric Corporation,"In 1908, he left to work in Paris with the French division of Westinghouse Electric Corporation as a Test Engineer",
95,timeqa,/wiki/Open_Knowledge_Foundation#P169#0,Who was the chief executive officer of Open Knowledge Foundation before Apr 2017?,2015-2017,Pavel Richter,Between 2015–2017 Pavel Richter took on the role of CEO of Open Knowledge Foundation.,Who was the chief executive officer of Open Knowledge Foundation?,0,,,Pavel Richter,Pavel Richter took on the role of CEO of Open Knowledge Foundation,
96,timeqa,/wiki/Open_Knowledge_Foundation#P169#0,Who was the chief executive officer of Open Knowledge Foundation before Apr 2017?,2015-2017,Pavel Richter,Between 2015–2017 Pavel Richter took on the role of CEO of Open Knowledge Foundation.,Who was the chief executive officer of Open Knowledge Foundation before April 2017?,1,before,long,Pavel Richter,Pavel Richter took on the role of CEO of Open Knowledge Foundation,
97,timeqa,/wiki/Open_Knowledge_Foundation#P169#0,Who was the chief executive officer of Open Knowledge Foundation before Apr 2017?,2015-2017,Pavel Richter,Between 2015–2017 Pavel Richter took on the role of CEO of Open Knowledge Foundation.,Who was the chief executive officer of Open Knowledge Foundation as of 2016?,0,as of,short,Pavel Richter,Pavel Richter took on the role of CEO of Open Knowledge Foundation,
98,timeqa,/wiki/Kizzmekia_Corbett#P69#0,Where was Kizzmekia Corbett educated in May 2002?,-2004,Orange High School,"In 2004, Corbett graduated from Orange High School in Hillsborough, North Carolina.",Where was Kizzmekia Corbett educated?,0,,,Orange High School,"In 2004, Corbett graduated from Orange High School in Hillsborough, North Carolina.",
99,timeqa,/wiki/Kizzmekia_Corbett#P69#0,Where was Kizzmekia Corbett educated in May 2002?,-2004,Orange High School,"In 2004, Corbett graduated from Orange High School in Hillsborough, North Carolina.",Where was Kizzmekia Corbett educated right before 2004?,0,before,short,Orange High School,"In 2004, Corbett graduated from Orange High School in Hillsborough, North Carolina.",
100,timeqa,/wiki/Kizzmekia_Corbett#P69#0,Where was Kizzmekia Corbett educated in May 2002?,-2004,Orange High School,"In 2004, Corbett graduated from Orange High School in Hillsborough, North Carolina.",Where was Kizzmekia Corbett educated as of May 2002?,0,as of,long,Orange High School,"In 2004, Corbett graduated from Orange High School in Hillsborough, North Carolina.",
101,timeqa,/wiki/Kizzmekia_Corbett#P69#0,Where was Kizzmekia Corbett educated in May 2002?,-2004,Orange High School,"In 2004, Corbett graduated from Orange High School in Hillsborough, North Carolina.",Where was Kizzmekia Corbett educated in between 2002 and 2003?,0,between,short,Orange High School,"In 2004, Corbett graduated from Orange High School in Hillsborough, North Carolina.",
102,timeqa,/wiki/Kizzmekia_Corbett#P69#2,Where was Kizzmekia Corbett educated in Nov 2011?,-2014,UNC-Chapel Hill,She earned a PhD in microbiology and immunology from the University of North Carolina at Chapel Hill (UNC-Chapel Hill) in 2014.,Where was Kizzmekia Corbett educated?,0,,,University of North Carolina at Chapel Hill | UNC-Chapel Hill,She earned a PhD in microbiology and immunology from the University of North Carolina at Chapel Hill (UNC-Chapel Hill) in 2014.,
103,timeqa,/wiki/Kizzmekia_Corbett#P69#2,Where was Kizzmekia Corbett educated in Nov 2011?,-2014,UNC-Chapel Hill,She earned a PhD in microbiology and immunology from the University of North Carolina at Chapel Hill (UNC-Chapel Hill) in 2014.,Where was Kizzmekia Corbett educated in right before 2014?,1,before,short,University of North Carolina at Chapel Hill | UNC-Chapel Hill,She earned a PhD in microbiology and immunology from the University of North Carolina at Chapel Hill (UNC-Chapel Hill) in 2014.,
104,timeqa,/wiki/Kizzmekia_Corbett#P69#2,Where was Kizzmekia Corbett educated in Nov 2011?,-2014,UNC-Chapel Hill,She earned a PhD in microbiology and immunology from the University of North Carolina at Chapel Hill (UNC-Chapel Hill) in 2014.,Where was Kizzmekia Corbett educated in November 2012?,0,in,short,University of North Carolina at Chapel Hill | UNC-Chapel Hill,She earned a PhD in microbiology and immunology from the University of North Carolina at Chapel Hill (UNC-Chapel Hill) in 2014.,
105,timeqa,/wiki/Kizzmekia_Corbett#P69#2,Where was Kizzmekia Corbett educated in Nov 2011?,-2014,UNC-Chapel Hill,She earned a PhD in microbiology and immunology from the University of North Carolina at Chapel Hill (UNC-Chapel Hill) in 2014.,Where was Kizzmekia Corbett educated in from Nov 2012 to Jan 2013?,0,from,long,University of North Carolina at Chapel Hill | UNC-Chapel Hill,She earned a PhD in microbiology and immunology from the University of North Carolina at Chapel Hill (UNC-Chapel Hill) in 2014.,
106,timeqa,/wiki/Pavlos_Polakis#P102#1,Which party was Pavlos Polakis a member of in Jul 2004?,1989,NAP,"Initially, he joined the KNE, from which he left in 1989 after the participation of the KKE in the government of Tzannis Tzannetakis and later joined the NAP.",Which party was Pavlos Polakis a member of?,0,,,NAP,"he joined the KNE, from which he left in 1989 after the participation of the KKE in the government of Tzannis Tzannetakis and later joined the NAP.",
107,timeqa,/wiki/Pavlos_Polakis#P102#1,Which party was Pavlos Polakis a member of in Jul 2004?,1989,NAP,"Initially, he joined the KNE, from which he left in 1989 after the participation of the KKE in the government of Tzannis Tzannetakis and later joined the NAP.",Which party was Pavlos Polakis a member of after 1989?,1,after,short,NAP,"he joined the KNE, from which he left in 1989 after the participation of the KKE in the government of Tzannis Tzannetakis and later joined the NAP.",
